loan_id,applicant_name,pan_number,age,gender,city,state,education,employment_status,months_employed,annual_income_inr,annual_income_stated_inr,property_ownership,loan_id_duplicate,loan_amount_inr,loan_purpose,loan_grade,interest_rate,loan_term_months,application_date,credit_score,num_credit_lines,num_open_accounts,num_late_payments,dti_ratio,bankruptcies,loan_to_income_ratio,default_status,default_label
LN1000111,Bhavya Kumar,ARWIM9524W,33,Female,Mumbai,Maharashtra,Illiterate,Part-Time,16,277500,284729,Parental Home,LN1000111,149390,Consumer Durables,E,8.84,36,2022-08-04,647,14,7,1,6.02,2,0.5383,1,Default
LN1000112,Dinesh Dixit,OPLTW4659P,35,Male,Indore,Madhya Pradesh,Post-Graduate,Part-Time,32,1127229,950462,Company Provided,LN1000112,507073,Credit Card Payoff,E,8.57,48,2022-02-16,654,8,4,0,8.65,0,0.4498,0,No Default
LN1000113,Harsh Hegde,OULJG3088L,24,Male,Rajkot,Gujarat,Post-Graduate,,48,176614,197984,Mortgaged,LN1000113,196596,Consumer Durables,A,8.09,60,2021-07-06,847,2,5,,15.97,0,1.1131,0,No Default
LN1000114,Nandini Srinivasan,HNRMT2775Z,42,Female,Gurgaon,Haryana,Post-Graduate,Self-Employed,9,1176183,1643984,Rented,LN1000114,313360,Home Renovation,E,11.53,60,2023-08-03,634,8,12,1,21.67,0,0.2664,1,Default
LN1000115,Ankit Singh,AJKOK1733I,29,Male,Visakhapatnam,Andhra Pradesh,10th Pass,Unemployed,0,353767,283272,Rented,LN1000115,176007,Business Expansion,D,11.7,60,2023-11-10,674,1,1,0,32.6,0,0.4975,0,No Default
LN1000116,Gita Goel,CQNUP6265I,32,Female,Kochi,Kerala,Diploma,Part-Time,20,382460,354773,Rented,LN1000116,-644123,Personal Use,E,10.92,48,2023-02-14,,4,11,1,19.79,0,1.6842,1,Default
LN1000117,Rekha Hegde,KWEHQ6261A,25,Female,Kolkata,West Bengal,Post-Graduate,Contract/Freelance,31,,130367,Company Provided,LN1000117,201614,,F,13.58,60,2021-03-25,556,19,4,1,40.08,0,1.3441,1,Default
LN1000118,Archana Dixit,DZAZH1400A,21,Female,Ahmedabad,Gujarat,Diploma,Part-Time,9,336759,346954,Company Provided,LN1000118,533052,Home Renovation,C,12.33,48,2023-11-03,741,5,3,5,31.52,0,1.5829,1,Default
LN1000119,Amit Singh,MIIUZ4738E,33,Male,Kanpur,Uttar Pradesh,Illiterate,Government Employee,32,237071,199695,Own,LN1000119,284682,Home Renovation,D,13.19,24,2021-10-26,,5,2,2,35.16,0,1.2008,1,Default
LN1000120,Mukesh Deshpande,BUBME8881Y,59,Male,Varanasi,Uttar Pradesh,10th Pass,Government Employee,19,307248,383429,Parental Home,LN1000120,334325,Agriculture,C,14.64,48,22/09/2024,713,19,2,2,52.1,1,1.0881,1,Default
LN1000121,Sandeep Kumar,SKZGZ1706G,42,Male,Meerut,Uttar Pradesh,Professional Degree,Self-Employed,29,407425,518269,Mortgaged,LN1000121,401687,Wedding Expenses,F,10.8,60,2024-04-22,577,12,8,0,17.3,0,0.9859,0,No Default
LN1000122,Simran Bhosale,MRIIQ0952U,34,Female,Vadodara,Gujarat,Diploma,Salaried,20,785970,914737,Parental Home,LN1000122,212505,Credit Card Payoff,B,11.98,48,2024-05-08,762,1,1,0,41.28,2,0.2704,0,No Default
LN1000123,Mansi Patel,HJBRZ2407S,32,Female,Gurgaon,Haryana,Professional Degree,Unemployed,47,501100,601503,Mortgaged,LN1000123,419683,Credit Card Payoff,G,10.95,36,2020-04-24,537,7,8,0,34.79,0,0.8375,0,No Default
LN1000124,Yash Narang,DUABU4530F,35,Male,Coimbatore,Tamil Nadu,12th Pass,Government Employee,2,532110,573243,Own,LN1000124,1057305,Education Fees,D,12.51,12,2021-04-14,696,17,9,,30,0,1.987,1,Default
LN1000125,Anu Tiwari,MRIZT0315D,40,Female,Kolkata,West Bengal,10th Pass,,8,229277,280168,Mortgaged,LN1000125,210098,,A,11.82,36,2024-08-10,825,2,6,1,48.28,0,0.9164,0,No Default
LN1000126,Archana Mittal,DGZUT8416L,23,Female,Jodhpur,Rajasthan,12th Pass,Salaried,27,260810,264587,Company Provided,LN1000126,822634,Consumer Durables,F,16.3,84,2020-03-06,570,11,1,1,48.19,2,3.1542,1,Default
LN1000127,Aditi Nanda,SGBSO5455K,46,Female,Varanasi,Uttar Pradesh,Diploma,,21,1301769,1275122,Own,LN1000127,1033713,Debt Consolidation,F,10.98,24,06/07/2024,,7,10,0,20.8,0,0.7941,0,No Default
LN1000128,Nitesh More,THVXO0122L,42,Male,Aurangabad,Maharashtra,Post-Graduate,Retired,23,284611,330035,Own,LN1000128,204575,Credit Card Payoff,E,11.59,36,2021-10-08,657,17,12,2,32.27,0,0.7188,0,No Default
LN1000129,Amit Dixit,LUNTW6363C,42,Male,Delhi,Delhi,Illiterate,Contract/Freelance,78,1195081,1197693,Parental Home,LN1000129,130804,Personal Use,F,12.7,48,2022-04-01,609,3,7,1,39.22,0,0.1095,1,Default
LN1000130,Parth Patil,ROKNM5636D,39,Male,Varanasi,Uttar Pradesh,12th Pass,Salaried,104,382377,527957,Own,LN1000130,447473,WEDDING EXPENSES,G,12.52,60,2021-07-02,525,6,5,1,30.9,0,1.1702,1,Default
LN1000131,Abhishek Bhatt,CRBYE0110U,35,Male,Noida,Uttar Pradesh,,Salaried,13,443021,539648,Own,LN1000131,246918,Debt Consolidation,E,12.29,60,2020-05-15,655,11,9,0,43.78,0,0.5574,0,No Default
LN1000132,Meera Chaudhary,VRNSG3609G,41,Female,Thane,Maharashtra,Diploma,Unemployed,86,840892,821025,Mortgaged,LN1000132,1339788,Consumer Durables,F,13.28,72,2021-03-08,565,18,7,3,39.22,2,1.5933,1,Default
LN1000133,Aakash Agarwal,RYVMQ3788Z,40,Male,Indore,Madhya Pradesh,Diploma,Salaried,29,948972,981917,Company Provided,LN1000133,371151,Home Renovation,D,14.74,48,2023-03-07,687,18,5,1,62.49,0,0.3911,0,No Default
LN1000134,Anu Desai,SVGBB3990X,31,Female,Agra,Uttar Pradesh,10th Pass,Retired,15,413954,430053,Company Provided,LN1000134,206583,Wedding Expenses,F,10.71,60,2024-11-29,576,10,13,,12.05,0,0.499,0,No Default
LN1000135,Nisha Dixit,GKFRO9557Y,29,Female,Thane,Maharashtra,Illiterate,Retired,203,350478,332041,Mortgaged,LN1000135,162265,Personal Use,B,12.08,36,2024-01-10,773,5,2,1,33.16,0,0.463,0,No Default
LN1000136,Ravi Patil,QJLRW1143F,36,Male,Raipur,Chhattisgarh,Professional Degree,Unemployed,,427815,510499,Company Provided,LN1000136,776796,Wedding Expenses,F,10.12,36,06/10/2021,587,15,14,0,21.37,0,1.8157,1,Default
LN1000137,Kusum Deshpande,NPYXO9846X,50,Female,Ahmedabad,Gujarat,12th Pass,Retired,247,541866,503442,Rented,LN1000137,242843,Wedding Expenses,E,12.59,60,2021-03-11,624,4,4,2,44.06,1,0.4482,0,No Default
LN1000138,Naveen Bose,IGOJO7349A,22,Male,Bengaluru,Karnataka,Post-Graduate,Unemployed,8,755233,789964,Own,LN1000138,373502,Home Renovation,C,9.42,36,2023-09-04,715,1,2,1,10.74,0,0.4946,1,Default
LN1000139,Sunita Goel,SZPNZ3328A,21,Female,Pune,Maharashtra,,Retired,7,443537,418892,Mortgaged,LN1000139,707195,Consumer Durables,F,13.04,60,2022-10-19,551,15,9,1,40.19,1,1.5944,1,Default
LN1000140,Hemant Pillai,UYVXN5504E,36,Male,Meerut,Uttar Pradesh,Illiterate,Part-Time,33,641350,627200,Rented,LN1000140,258078,Travel,E,11.31,36,2022-03-21,668,17,2,3,25.55,2,0.4024,1,Default
LN1000141,Neha Menon,DJPGV0397X,35,Female,Pune,Maharashtra,Professional Degree,,48,1182351,1389621,Parental Home,LN1000141,350757,Vehicle Purchase,B,11.58,36,2024-12-16,754,19,2,4,23.99,0,0.2967,0,No Default
LN1000142,Rupa Dixit,IMMXS8060Z,36,Female,Lucknow,Uttar Pradesh,12th Pass,Salaried,9,556145,646082,Own,LN1000142,358040,Vehicle Purchase,G,11.28,36,2023-08-09,521,14,2,,13.3,0,0.6438,1,Default
LN1000143,Bhavya Jain,OCBUJ8488H,37,Female,Nashik,Maharashtra,10th Pass,Salaried,94,533381,537406,Mortgaged,LN1000143,584391,Personal Use,E,10.67,48,2022-07-28,664,19,1,1,28.02,2,1.0956,1,Default
LN1000144,Alka Oberoi,TWYQQ0535K,32,Female,Gurgaon,Haryana,12th Pass,Contract/Freelance,36,177842,218848,Rented,LN1000144,547720,Home Renovation,E,13.01,24,2020-10-19,670,18,9,0,51.27,0,3.0798,1,Default
LN1000145,Pradeep Pandey,NFBTK4552J,49,Male,Delhi,Delhi,Diploma,Contract/Freelance,25,150000,171891,Own,LN1000145,310494,Debt Consolidation,C,11.31,12,2021-06-26,712,2,8,1,34.62,1,2.07,1,Default
LN1000146,Mukesh Shinde,UDIMT5234W,21,Male,Ahmedabad,Gujarat,12th Pass,Contract/Freelance,44,,601838,Own,LN1000146,378720,Medical Emergency,F,15.13,72,2020-10-12,551,6,2,3,,2,0.6781,1,Default
LN1000147,Sandeep Tiwari,DDOMQ1672C,26,Male,Rajkot,Gujarat,Graduate,Retired,48,417945,499959,Mortgaged,LN1000147,279219,Travel,G,16.01,72,2021-05-20,544,13,2,1,59.97,0,0.6681,1,Default
LN1000148,Kartik Das,GLROC4313U,33,Male,Bhopal,Madhya Pradesh,Diploma,Retired,2,324853,413485,Rented,LN1000148,128755,Consumer Durables,D,12.85,12,2024-03-05,691,17,5,2,38.96,1,0.3963,1,Default
LN1000149,Gayatri Doshi,AHZQZ4108G,21,Female,Gurgaon,Haryana,Illiterate,Part-Time,300,512019,576535,Mortgaged,LN1000149,433792,Home Renovation,D,10.95,48,2023-02-23,673,6,12,0,26.62,0,0.8472,0,No Default
LN1000150,Aakash Singh,RESCT2618J,33,Male,Raipur,Chhattisgarh,Diploma,Retired,21,426666,469740,Parental Home,LN1000150,1362094,Debt Consolidation,E,15.2,48,2023-01-08,670,5,13,4,42.01,0,3.1924,1,Default
LN1000151,Nandini Bajaj,ASCLA2525I,51,Female,Patna,Bihar,Graduate,Self-Employed,3,870365,671847,Rented,LN1000151,195125,  Personal Use  ,D,10.64,36,2021-06-22,677,7,14,1,26.84,2,0.2242,0,No Default
LN1000152,Simran Yadav,OQZSR3952B,35,MALE,Amritsar,Punjab,Graduate,Self-Employed,91,465872,512155,Rented,LN1000152,210845,Travel,F,12.96,48,2024-03-09,595,1,12,3,27.43,0,0.4526,1,Default
LN1000153,Ashok Yadav,HUQBR0328V,37,Male,Bengaluru,Karnataka,Graduate,Retired,238,282616,319285,Rented,LN1000153,196907,Home Renovation,E,11.99,36,2023-04-12,668,13,14,3,12.2,0,0.6967,0,No Default
LN1000154,Ravi Khanna,JCHWK9579P,22,Male,Kolkata,West Bengal,12th Pass,Government Employee,81,801387,887266,Rented,LN1000154,601519,  Credit Card Payoff  ,D,16.17,36,2022-05-27,673,19,4,3,48.89,0,0.7506,1,Default
LN1000155,Sapna Tiwari,WNENL9025K,28,Female,Nagpur,Maharashtra,Post-Graduate,Self-Employed,91,388372,359180,Mortgaged,LN1000155,495805,Medical Emergency,F,14.68,60,2023-04-10,592,1,2,4,29.21,0,1.2766,1,Default
LN1000156,Sandeep Krishnan,MTARJ3992B,31,Male,Thane,Maharashtra,Post-Graduate,Contract/Freelance,47,606780,580682,Company Provided,LN1000156,324170,Vehicle Purchase,A,9.55,48,2022-03-28,799,13,8,1,37.73,0,0.5342,0,No Default
LN1000157,Mohan Jog,QWXVA5218V,31,Male,Thane,Maharashtra,10th Pass,Retired,122,332220,388154,Own,LN1000157,190496,Personal Use,D,10.87,36,2022-01-11,687,11,8,2,19.46,0,0.5734,0,No Default
LN1000158,Jagdish Shinde,DSNRW6454J,47,Male,Patna,Bihar,10th Pass,Salaried,1,,300106,Parental Home,LN1000158,386413,Medical Emergency,F,14.18,48,2021-03-25,554,7,13,2,41.54,0,1.2899,1,Default
LN1000159,Swati Bhosale,XIOFD5883W,40,Female,Patna,Bihar,Professional Degree,Unemployed,69,465329,505643,Mortgaged,LN1000159,121147,  Wedding Expenses  ,D,8.97,48,2020-10-10,702,3,4,0,23.57,2,0.2603,1,Default
LN1000160,Kavya Yadav,XXLXU6510R,23,female,Indore,Madhya Pradesh,Diploma,Part-Time,53,445831,331975,Rented,LN1000160,400471,Home Renovation,F,,60,2022-11-09,572,1,14,1,32.87,0,0.8983,0,No Default
LN1000161,Rajesh Mittal,YDIWS7844O,37,Male,Chandigarh,Punjab,Diploma,Self-Employed,2,590010,624026,Company Provided,LN1000161,666681,Home Renovation,C,13.95,48,2022-10-07,712,8,4,0,48.17,1,1.1299,0,No Default
LN1000162,Jagdish Desai,TVQTD1109T,39,Male,Varanasi,Uttar Pradesh,Post-Graduate,Unemployed,37,376552,444687,Mortgaged,LN1000162,150868,Education Fees,C,13.33,60,2020-07-05,742,17,9,0,46.86,0,0.4007,0,No Default
LN1000163,Parth Mishra,GOGGR3645T,46,Male,Chandigarh,Punjab,10th Pass,Contract/Freelance,34,150000,165796,Parental Home,LN1000163,123900,Consumer Durables,F,13.07,36,2024-03-27,,13,4,2,34.67,0,0.826,1,Default
LN1000164,Sachin Bhatt,MQEKM1249I,50,Male,Indore,Madhya Pradesh,Professional Degree,Part-Time,56,341238,354583,Mortgaged,LN1000164,1094279,Education Fees,C,8,36,2020-04-06,727,14,10,0,8.48,0,3.2068,1,Default
LN1000165,Sangita Chopra,YFRFF1946W,24,Female,Patna,Bihar,Diploma,Self-Employed,3,712326,642916,Rented,LN1000165,236042,Business Expansion,D,17.33,60,2024-10-29,683,5,11,1,79.89,1,0.3314,1,Default
LN1000166,Kiran Joshi,ILGKB7336X,26,Male,Bhubaneswar,Odisha,Professional Degree,Self-Employed,78,370116,292802,Mortgaged,LN1000166,802240,Business Expansion,C,14.26,60,2020-08-12,715,6,9,0,61.19,0,2.1675,1,Default
LN1000167,Swati Bose,ONQSB1488H,22,Female,Pune,Maharashtra,Diploma,Retired,7,381615,359784,Own,LN1000167,325201,Consumer Durables,A,13.92,36,2020-11-09,801,6,3,2,45.84,0,0.8522,0,No Default
LN1000168,Rajesh Hegde,NKTON6023J,32,Male,Vadodara,Gujarat,12th Pass,Salaried,26,799567,972281,Parental Home,LN1000168,323395,Home Renovation,E,11.8,36,2023-07-09,630,8,2,2,23.7,0,0.4045,0,No Default
LN1000169,Akash Tiwari,UHEHX6946C,39,Male,Bengaluru,Karnataka,10th Pass,Retired,102,288605,303575,Mortgaged,LN1000169,492322,Travel,F,12.32,60,2020-11-23,589,13,11,3,33.3,1,1.7059,1,Default
LN1000170,Hemant Nanda,SCUYS1441S,44,Male,Gurgaon,Haryana,Post-Graduate,Contract/Freelance,39,175311,203992,Parental Home,LN1000170,195086,Debt Consolidation,F,12.91,24,2024-06-10,578,18,8,2,26.85,0,1.1128,1,Default
LN1000171,Gayatri Kulkarni,XXWCI6717C,34,Female,Bhubaneswar,Odisha,Illiterate,Unemployed,22,401764,512325,Parental Home,LN1000171,397419,Consumer Durables,F,17.92,12,25 Oct 2023,,4,12,2,53.96,0,0.9892,1,Default
LN1000172,Kavita Chopra,CLJNJ7593M,31,Female,Visakhapatnam,Andhra Pradesh,Professional Degree,Government Employee,2,330874,356894,Own,LN1000172,277328,Travel,E,12.34,36,2022-05-14,643,17,3,1,38.94,0,0.8382,0,No Default
LN1000173,Lalit Deshpande,BEIWW1170J,36,Male,Kolkata,West Bengal,12th Pass,Retired,53,247769,294061,Own,LN1000173,143724,Wedding Expenses,D,12.88,24,2023-05-06,677,5,13,2,,1,0.5801,1,Default
LN1000174,Nitesh Doshi,ITLQD1262O,26,Male,Hyderabad,Telangana,Professional Degree,Unemployed,206,398225,489929,Company Provided,LN1000174,458739,Medical Emergency,D,13.19,36,2020/05/10,672,3,2,3,27.94,2,1.152,1,Default
LN1000175,Kritika Jain,MMUPM2644T,55,Female,Chennai,Tamil Nadu,Diploma,Self-Employed,116,594159,505100,Rented,LN1000175,301246,Debt Consolidation,C,15.69,36,2022-02-27,,4,13,2,51.82,0,0.507,0,No Default
LN1000176,Rajesh Bhatt,PGOQO8016B,21,Male,Srinagar,Jammu & Kashmir,12th Pass,Retired,60,439954,416077,Mortgaged,LN1000176,324513,Wedding Expenses,E,16.34,60,2022-02-20,651,5,11,1,59,0,0.7376,0,No Default
LN1000177,Jagdish Tripathi,DAPPI0191J,36,Male,Guwahati,Assam,Graduate,Contract/Freelance,5,531888,429448,Company Provided,LN1000177,155264,Credit Card Payoff,B,13.76,36,2023-05-05,766,14,8,0,57.92,0,0.2919,0,No Default
LN1000178,Chetan Pandey,PRPUE4590J,55,Male,Raipur,Chhattisgarh,Post-Graduate,,13,1313288,1033640,Own,LN1000178,1103480,Medical Emergency,E,12.9,48,2022-08-16,None,15,8,0,46.36,0,0.8402,1,Default
LN1000179,Arjun Pandey,IXVTV0418K,35,male,Indore,Madhya Pradesh,Diploma,Contract/Freelance,9,360148,354818,Parental Home,LN1000179,669107,Agriculture,A,10.01,60,2022-12-19,867,17,5,1,,0,1.8579,0,No Default
LN1000180,Sachin Pillai,NNSPC7694W,33,Male,Bengaluru,Karnataka,12th Pass,Part-Time,21,522828,534159,Mortgaged,LN1000180,711342,Personal Use,D,9.03,36,2021-05-29,700,6,9,3,0,0,1.3606,0,No Default
LN1000181,Mahesh Yadav,PUSLW2569T,31,Male,Chennai,Tamil Nadu,Illiterate,,12,325941,253965,Rented,LN1000181,292490,Education Fees,F,14.09,24,2023-02-07,581,10,11,0,39.46,0,0.8974,1,Default
LN1000182,Pratik Bansal,ONQME6790A,33,Male,Visakhapatnam,Andhra Pradesh,10th Pass,Contract/Freelance,13,266248,300377,Own,LN1000182,107966,Personal Use,F,10.48,60,2024-10-28,564,16,6,0,34.97,0,0.4055,0,No Default
LN1000183,Manish Iyer,MUTFP4038G,48,Male,Bhubaneswar,Odisha,10th Pass,Unemployed,46,311469,307431,Company Provided,LN1000183,1421242,Education Fees,D,11.53,12,2020-01-24,688,17,5,2,37.1,0,4.563,1,Default
LN1000184,Kavita Desai,AFHUI5306K,21,Female,Kolkata,West Bengal,Professional Degree,Self-Employed,18,331951,423323,Parental Home,LN1000184,347052,Personal Use,E,14.19,24,2023-10-25,632,14,12,3,35.81,1,1.0455,1,Default
LN1000185,Ashok Bhat,KOYVF8944B,50,Male,Pune,Maharashtra,Professional Degree,Salaried,54,548907,596973,Company Provided,LN1000185,214451,Education Fees,D,10.35,24,2024-01-16,707,12,3,2,15.11,0,0.3907,0,No Default
LN1000186,Varun Nanda,QMQXN3747Q,21,Male,Rajkot,Gujarat,Illiterate,Part-Time,141,1811100,1967697,Parental Home,LN1000186,484930,Consumer Durables,D,11.68,36,2020-08-22,687,9,7,0,43.36,0,0.2678,0,No Default
LN1000187,Ravi Goel,HSINF6783E,32,Male,Mumbai,Maharashtra,12th Pass,Self-Employed,48,287901,296334,Own,LN1000187,819938,Credit Card Payoff,E,13.48,60,2023-10-28,644,15,14,0,44.48,0,2.848,1,Default
LN1000188,Pallavi Kapoor,HAZQV5358Y,30,Female,Vadodara,Gujarat,Professional Degree,Retired,66,344560,359070,Parental Home,LN1000188,356419,,F,15.11,60,2024-12-17,582,12,9,1,45.24,0,1.0344,0,No Default
LN1000189,Umesh Mukherjee,IWSHC8383Q,40,Male,Amritsar,Punjab,Post-Graduate,Government Employee,66,425970,475192,Rented,LN1000189,886470,Medical Emergency,G,16.48,36,2023-01-04,528,14,4,3,49.2,2,2.0811,1,Default
LN1000190,Lata Jain,HCUUX4045G,21,Female,Amritsar,Punjab,Graduate,Unemployed,19,561001,670886,Parental Home,LN1000190,773050,Credit Card Payoff,F,15.4,84,2024-03-17,614,18,11,1,44.06,0,1.378,0,No Default
LN1000191,Neha Chopra,IMWII7095E,39,Female,Kolkata,West Bengal,Graduate,Part-Time,0,518207,445696,Mortgaged,LN1000191,170507,Consumer Durables,C,12.64,36,2021-06-30,718,6,7,1,28.85,0,0.329,0,No Default
LN1000192,Gayatri Pawar,FAKWD3088K,55,Female,Delhi,Delhi,10th Pass,Contract/Freelance,2,955946,893246,Company Provided,LN1000192,226012,Wedding Expenses,E,13.49,48,2024-04-23,667,4,12,3,33.94,0,0.2364,0,No Default
LN1000193,Pratik Oberoi,MBNRI5383G,21,Male,Hyderabad,Telangana,Professional Degree,Retired,15,150000,165606,Rented,LN1000193,708054,Consumer Durables,G,13.89,60,2023-08-05,550,12,3,0,36.37,0,4.7204,1,Default
LN1000194,Vikram Narang,HNURH1195D,36,Male,Ghaziabad,Uttar Pradesh,Professional Degree,Salaried,56,150000,158125,Mortgaged,LN1000194,-54239,Debt Consolidation,E,10.85,60,2021-11-27,663,13,11,1,36.62,0,0.3616,0,No Default
LN1000195,Esha Desai,FJIDS2206K,28,Female,Lucknow,Uttar Pradesh,10th Pass,Retired,113,328559,387304,Company Provided,LN1000195,326237,Personal Use,D,15.72,24,16 Aug 2020,,19,2,2,49.97,0,0.9929,1,Default
LN1000196,Pradeep Pillai,OBAXB3037S,39,Male,Bengaluru,Karnataka,,Salaried,153,854592,819662,Rented,LN1000196,133041,Consumer Durables,F,15.26,60,2021-08-24,579,13,13,0,44.66,0,0.1557,0,No Default
LN1000197,Mamta Ghosh,QRLJI1780Y,35,Female,Surat,Gujarat,10th Pass,Salaried,1,172924,216084,Company Provided,LN1000197,259474,Wedding Expenses,E,15.83,36,2022-06-09,662,12,11,2,66.16,0,1.5005,1,Default
LN1000198,Pratik Oberoi,TOCUS0367P,28,Male,Mysuru,Karnataka,Graduate,Government Employee,221,150000,147364,Rented,LN1000198,293850,Medical Emergency,E,17.79,36,2020-11-19,654,3,1,2,68.1,0,1.959,1,Default
LN1000199,Siddharth More,GFWQX3667K,39,Male,Noida,Uttar Pradesh,12th Pass,,18,623252,630988,Parental Home,LN1000199,281877,Home Renovation,F,11.67,36,2022-07-18,558,3,6,1,,0,0.4523,0,No Default
LN1000200,Divya Chatterjee,LAMJL1761D,53,Female,Varanasi,Uttar Pradesh,Professional Degree,Self-Employed,88,512058,626875,Mortgaged,LN1000200,246081,Vehicle Purchase,D,8,60,2020-01-07,678,14,5,1,0,0,0.4806,0,No Default
LN1000201,Bhavya Gupta,KSCOB3452H,33,Female,Varanasi,Uttar Pradesh,Post-Graduate,Self-Employed,9,230009,263515,Own,LN1000201,168047,Education Fees,D,14.43,24,2024-01-18,694,18,2,2,53.55,0,0.7306,0,No Default
LN1000202,Chitra Pandey,OZJIV5747R,42,Female,Ahmedabad,Gujarat,10th Pass,Retired,3,244917,332430,Mortgaged,LN1000202,1801874,Home Renovation,C,9.13,24,2024-11-28,736,19,13,1,26.89,0,7.3571,1,Default
LN1000203,Sapna Chatterjee,SERTS8153D,22,Female,Rajkot,Gujarat,Professional Degree,Contract/Freelance,22,247249,297274,Mortgaged,LN1000203,1338718,Travel,C,9.89,24,2024-01-13,734,10,13,1,22.98,0,5.4145,1,Default
LN1000204,Lalita Dixit,VEYBC8734V,25,Female,Bhubaneswar,Odisha,Graduate,Retired,94,472749,592589,Rented,LN1000204,160581,Medical Emergency,G,12.53,24,2021-06-23,539,17,3,1,29.02,2,0.3397,1,Default
LN1000205,Yash Bhat,BFDPT8764J,39,Male,Bengaluru,Karnataka,,Retired,11,303826,308525,Own,LN1000205,1096333,Wedding Expenses,F,13.01,12,2022-10-22,574,15,9,1,28.3,2,3.6084,1,Default
LN1000206,Omkar Mukherjee,KPFRI5939N,49,Male,Chennai,Tamil Nadu,12th Pass,Retired,8,595072,747121,Rented,LN1000206,273860,Wedding Expenses,D,11.7,72,2024-04-09,691,19,3,1,44.18,0,0.4602,1,Default
LN1000207,Shubham Dixit,SXZPP5880R,38,Male,Jodhpur,Rajasthan,Graduate,Government Employee,115,150000,160550,Parental Home,LN1000207,396499,Debt Consolidation,D,9.76,36,2020-12-31,691,9,7,1,11.61,0,2.6433,1,Default
LN1000208,Lakshmi Kapoor,ZAOZC2045U,31,Female,Raipur,Chhattisgarh,Illiterate,Unemployed,133,264577,192353,Mortgaged,LN1000208,346524,Home Renovation,D,9.85,24,2022-11-05,,4,1,2,18.83,0,1.3097,0,No Default
LN1000209,Rahul Hegde,IJJOR4139N,34,Male,Bengaluru,Karnataka,Diploma,,0,225115,254639,Company Provided,LN1000209,228245,Home Renovation,A,9.94,48,05 Aug 2020,,15,7,2,40.15,0,1.0139,0,No Default
LN1000210,Namrata Nanda,EZRDB0744E,22,Female,Bhopal,Madhya Pradesh,Illiterate,Contract/Freelance,62,379342,433978,Company Provided,LN1000210,721217,Agriculture,D,14.2,60,2024-11-17,695,19,9,3,44.34,1,1.9012,1,Default
LN1000211,Dinesh More,CQKLU6415R,41,Male,Vadodara,Gujarat,10th Pass,Self-Employed,17,320350,287109,Rented,LN1000211,395584,,C,14.73,60,2023-07-04,740,16,12,3,44.62,0,1.2348,0,No Default
LN1000212,Umesh Reddy,VKFLA4772R,43,Male,Surat,Gujarat,Graduate,Part-Time,22,714048,795409,Company Provided,LN1000212,259474,Wedding Expenses,C,10.35,60,2021-09-03,726,8,11,2,23.19,0,0.3634,0,No Default
LN1000213,Falak Doshi,OAAMJ5907Q,30,Female,Ahmedabad,Gujarat,12th Pass,Retired,30,,161599,Company Provided,LN1000213,145333,Agriculture,D,10.64,12,2024-09-19,702,17,8,1,20.33,0,0.9689,0,No Default
LN1000214,Abhishek Dixit,ZZUMC8047V,30,Male,Nagpur,Maharashtra,Illiterate,Unemployed,,454655,564651,Company Provided,LN1000214,193780,Education Fees,E,13.26,60,2023-08-01,624,1,7,3,27.4,0,0.4262,1,Default
LN1000215,Girish Das,CQUIB3745P,37,Male,Visakhapatnam,Andhra Pradesh,12th Pass,Salaried,34,618468,696239,Rented,LN1000215,114810,,D,14.86,36,2022-11-05,710,7,10,0,38.6,0,0.1856,0,No Default
LN1000216,Sandeep Das,OIJZH1653Z,30,Male,Kochi,Kerala,Post-Graduate,Retired,41,1347805,1428765,Parental Home,LN1000216,365330,Travel,F,14.97,48,2023-06-01,588,18,14,0,57.28,0,0.2711,0,No Default
LN1000217,Krishna Goel,OBMEB9862C,34,Male,Agra,Uttar Pradesh,10th Pass,Self-Employed,30,331353,285076,Parental Home,LN1000217,156738,Travel,E,8.66,84,2021-02-11,631,12,8,1,4.29,0,0.473,0,No Default
LN1000218,Bharat Shukla,DBUGQ2276S,55,Male,Ghaziabad,Uttar Pradesh,Illiterate,Self-Employed,58,537495,411204,Rented,LN1000218,300771,Credit Card Payoff,F,14.16,60,2020-11-09,611,16,13,2,31.69,0,0.5596,0,No Default
