loan_id,applicant_name,pan_number,age,gender,city,state,education,employment_status,months_employed,employment_years,annual_income_inr,annual_income_stated_inr,property_ownership,loan_amount_inr,loan_purpose,loan_grade,interest_rate,loan_term_months,estimated_emi,application_date,app_year,app_month,app_quarter,credit_score,credit_tier,num_credit_lines,num_open_accounts,num_late_payments,dti_ratio,bankruptcies,loan_to_income_ratio,emi_to_income_ratio,monthly_income,income_discrepancy_pct,income_mismatch_flag,stable_employment,risk_score_raw,risk_category,high_risk_flag,ml_default_probability,ml_risk_flag,default_status,default_label
LN1000069,Harsh Shukla,EQJQV5395L,44.0,Male,Patna,Bihar,12th Pass,Self-Employed,9.0,0.8,832668.0,750739,Company Provided,255723,Personal Use,F,11.59,72,2469.0,2023-07-11,2023.0,7.0,3.0,598.0,Very Poor (<600),9,11,0.0,29.56,2,0.3071,0.0356,69389.0,-9.84,0,0,4.1,Medium Risk,1,0.7982,1,1,Default
LN1000070,Sandeep Mehta,VIUXA8425I,44.0,Male,Bhubaneswar,Odisha,10th Pass,Salaried,51.0,4.2,623562.0,594791,Company Provided,542268,Home Renovation,D,14.65,36,6619.0,2023-06-20,2023.0,6.0,2.0,678.0,Fair (650-699),3,4,3.0,49.21,0,0.8696,0.1274,51964.0,-4.61,0,1,4.02,Medium Risk,0,0.7214,1,0,No Default
LN1000071,Kiran Verma,FEJSD2874P,47.0,Male,Jodhpur,Rajasthan,Illiterate,Contract/Freelance,38.0,3.2,289862.0,398735,Rented,125996,Vehicle Purchase,B,12.9,24,1353.0,2024-12-18,2024.0,12.0,4.0,773.0,Excellent (750+),3,12,2.0,45.12,0,0.4347,0.056,24155.0,37.56,1,1,2.81,Low Risk,0,0.2549,0,1,Default
LN1000072,Geeta Nair,MPQKG1515S,35.0,Female,Srinagar,Jammu & Kashmir,Illiterate,Government Employee,11.0,0.9,175860.0,204188,Company Provided,412288,Debt Consolidation,E,11.86,60,4074.0,2024-10-30,2024.0,10.0,4.0,647.0,Poor (600-649),18,11,1.0,25.72,0,2.3444,0.278,14655.0,16.11,0,0,3.3,Medium Risk,0,0.8821,1,1,Default
LN1000073,Siddharth Oberoi,DEXNK9687J,36.0,Male,Chandigarh,Punjab,12th Pass,Government Employee,19.0,1.6,405573.0,454457,Parental Home,497290,Business Expansion,B,10.63,48,4404.0,2022-01-10,2022.0,1.0,1.0,653.0,Fair (650-699),17,5,2.0,23.08,0,1.2261,0.1303,33798.0,12.05,0,0,3.23,Medium Risk,0,0.581,0,1,Default
LN1000074,Archana Deshpande,YFPMM2415Y,28.0,Female,Noida,Uttar Pradesh,Post-Graduate,Salaried,43.0,3.6,338552.0,322275,Own,1196762,Business Expansion,G,12.12,60,12086.0,2023-03-28,2023.0,3.0,1.0,440.0,Very Poor (<600),10,6,1.0,3.91,0,3.5349,0.4284,28213.0,-4.81,0,1,4.18,Medium Risk,1,0.9964,1,1,Default
LN1000075,Sangita Shinde,ERGSI4523D,31.0,Female,Delhi,Delhi,Post-Graduate,Unemployed,124.0,10.3,473489.0,556681,Own,211171,Debt Consolidation,C,12.74,24,2241.0,2021-01-28,2021.0,1.0,1.0,715.0,Good (700-749),2,3,0.0,37.31,1,0.446,0.0568,39457.0,17.57,0,1,2.91,Low Risk,1,0.3685,0,0,No Default
LN1000076,Mukesh Patel,ANXRV6195Z,41.0,Male,Noida,Uttar Pradesh,Diploma,Unemployed,32.0,2.7,355802.0,322886,Parental Home,148027,Agriculture,E,11.65,48,1436.0,2023-12-13,2023.0,12.0,4.0,656.0,Fair (650-699),11,1,2.0,33.76,2,0.416,0.0484,29650.0,-9.25,0,1,4.71,Medium Risk,1,0.8838,1,1,Default
LN1000077,Hitesh Jog,NTCRX5096N,47.0,Male,Jaipur,Rajasthan,10th Pass,Part-Time,16.0,1.3,150000.0,124681,Rented,193532,Credit Card Payoff,E,15.95,36,2571.0,,,,,653.0,Fair (650-699),3,3,3.0,52.04,0,1.2902,0.2057,12500.0,-16.88,0,0,4.37,Medium Risk,1,0.8913,1,1,Default
LN1000078,Ravi Menon,NJBNF8735X,33.0,Male,Meerut,Uttar Pradesh,Graduate,Salaried,63.0,5.2,350456.0,342433,Company Provided,142116,Vehicle Purchase,E,10.53,36,1246.0,2020-04-03,2020.0,4.0,2.0,657.0,Fair (650-699),2,3,0.0,40.39,0,0.4055,0.0427,29205.0,-2.29,0,1,2.56,Low Risk,0,0.206,0,0,No Default
LN1000079,Hitesh Mittal,XVOLG7905R,30.0,Male,Patna,Bihar,Professional Degree,Retired,71.0,5.9,433104.5,325216,Mortgaged,923254,Education Fees,G,15.58,60,11986.0,2023-09-16,2023.0,9.0,3.0,490.0,Very Poor (<600),9,6,1.0,55.01,0,2.5069,0.3321,36092.0,-24.91,0,1,5.0,Medium Risk,1,0.9931,1,1,Default
LN1000080,Kiran Jain,KESUP1066K,35.0,Male,Gurgaon,Haryana,Graduate,Retired,79.0,6.6,647061.0,731025,Company Provided,1070940,Personal Use,E,9.85,48,8790.0,2021-04-11,2021.0,4.0,2.0,632.0,Poor (600-649),19,4,2.0,24.54,0,1.6551,0.163,53922.0,12.98,0,1,3.53,Medium Risk,0,0.7635,1,1,Default
LN1000081,Rajesh Dubey,KCLPG5569M,41.0,Male,Indore,Madhya Pradesh,10th Pass,Salaried,40.0,3.3,291000.0,324432,Parental Home,453228,Home Renovation,D,12.16,48,4592.0,2024-05-02,2024.0,5.0,2.0,678.0,Fair (650-699),2,7,0.0,52.07,0,1.5575,0.1894,24250.0,11.49,0,1,3.12,Medium Risk,1,0.6975,1,0,No Default
LN1000082,Madhuri Hegde,TKUMJ5233W,21.0,Female,Ahmedabad,Gujarat,Diploma,Salaried,0.0,0.0,1211300.0,1325426,Parental Home,851629,Business Expansion,B,13.5,84,9580.0,2021-08-15,2021.0,8.0,3.0,768.0,Excellent (750+),19,13,4.0,27.07,0,0.7031,0.0949,100942.0,9.42,0,0,3.28,Medium Risk,1,0.3419,0,0,No Default
LN1000083,Nitesh Yadav,KDWDF7915Z,21.0,Male,Jaipur,Rajasthan,Diploma,Part-Time,68.0,5.7,150000.0,172131,Rented,397826,Vehicle Purchase,F,15.71,60,5207.0,2020-06-12,2020.0,6.0,2.0,608.0,Poor (600-649),2,11,2.0,46.66,0,2.6522,0.4166,12500.0,14.75,0,1,4.55,Medium Risk,0,0.9828,1,1,Default
LN1000084,Deepak Yadav,IOSSE9001T,29.0,Male,Ahmedabad,Gujarat,10th Pass,Retired,5.0,0.4,433104.5,1108610,Own,338886,Vehicle Purchase,F,11.01,48,3108.0,2024-10-17,2024.0,10.0,4.0,585.0,Very Poor (<600),15,2,1.0,13.12,0,0.3488,0.0861,36092.0,155.97,1,0,2.68,Low Risk,1,0.3201,0,0,No Default
LN1000085,Pallavi Nair,LBFCA3965W,22.0,Female,Vadodara,Gujarat,Professional Degree,Unemployed,5.0,0.4,386701.0,370637,Rented,286895,,F,14.5,48,3466.0,2021-04-21,2021.0,4.0,2.0,609.0,Poor (600-649),3,12,1.0,38.53,0,0.7419,0.1076,32225.0,-4.15,0,0,3.31,Medium Risk,0,0.6312,1,1,Default
LN1000086,Ashok Goel,ZBUEM0895G,29.0,Male,Rajkot,Gujarat,Diploma,Government Employee,44.0,3.7,740996.0,838801,Company Provided,291479,Vehicle Purchase,C,8.64,36,2098.0,2024-11-09,2024.0,11.0,4.0,723.0,Good (700-749),5,4,1.0,5.23,0,0.3934,0.034,61750.0,13.2,0,1,1.69,Low Risk,0,0.0569,0,0,No Default
LN1000087,Harsh Mehta,APNGE0201I,33.0,Male,Nagpur,Maharashtra,Professional Degree,Part-Time,197.0,16.4,464111.0,513800,Own,122582,Consumer Durables,D,11.63,60,1187.0,2020-07-25,2020.0,7.0,3.0,676.0,Fair (650-699),11,8,1.0,30.99,0,0.2641,0.0307,38676.0,10.71,0,1,2.57,Low Risk,0,0.1298,0,0,No Default
LN1000088,Alka Goel,UJKPN7002R,30.0,Female,Amritsar,Punjab,Post-Graduate,Part-Time,32.0,2.7,876536.0,848131,Company Provided,435817,Vehicle Purchase,F,12.54,36,4553.0,2022-02-17,2022.0,2.0,1.0,607.0,Poor (600-649),7,11,0.0,41.61,0,0.4972,0.0623,73045.0,-3.24,0,1,2.92,Low Risk,0,0.3802,0,1,Default
LN1000089,Manish More,XJZHP1952N,49.0,Male,Ghaziabad,Uttar Pradesh,Illiterate,Government Employee,49.0,4.1,350663.0,352887,Mortgaged,352133,Home Renovation,D,12.78,60,3749.0,2021-07-23,2021.0,7.0,3.0,691.0,Fair (650-699),6,6,1.0,27.19,0,1.0042,0.1283,29222.0,0.63,0,1,2.63,Low Risk,0,0.4219,0,0,No Default
LN1000090,Pratik Mishra,NONID5257I,38.0,Male,Aurangabad,Maharashtra,Post-Graduate,Retired,17.0,1.4,228851.0,271840,Parental Home,610328,Wedding Expenses,E,12.34,36,6275.0,2022-07-17,2022.0,7.0,3.0,653.0,Fair (650-699),14,10,2.0,19.24,0,2.6669,0.329,19071.0,18.78,0,0,3.61,Medium Risk,0,0.9377,1,1,Default
LN1000091,Naresh Chatterjee,SZOUT9445A,38.0,Male,Rajkot,Gujarat,Post-Graduate,Contract/Freelance,109.0,9.1,1037477.0,895018,Parental Home,386723,Debt Consolidation,C,14.87,24,4791.0,2023-07-25,2023.0,7.0,3.0,727.0,Good (700-749),1,3,4.0,47.69,0,0.3728,0.0554,86456.0,-13.73,0,1,3.93,Medium Risk,1,0.4121,0,0,No Default
LN1000092,Mona Bhatt,MGJUF7843R,41.0,Female,Kanpur,Uttar Pradesh,12th Pass,Government Employee,43.0,3.6,413292.0,458763,Mortgaged,323226,Education Fees,F,15.42,24,4152.0,2024-09-04,2024.0,9.0,3.0,593.0,Very Poor (<600),17,10,4.0,33.45,2,0.7821,0.1206,34441.0,11.0,0,1,5.99,High Risk,1,0.9877,1,1,Default
LN1000093,Tarun Desai,AVGCR8094L,23.0,Male,Ludhiana,Punjab,Illiterate,Government Employee,11.0,0.9,505313.0,527420,Rented,196843,Credit Card Payoff,E,9.64,48,1580.0,2022-01-17,2022.0,1.0,1.0,623.0,Poor (600-649),17,12,2.0,27.66,0,0.3895,0.0375,42109.0,4.37,0,0,3.24,Medium Risk,0,0.3071,0,1,Default
LN1000094,Rahul Shah,FOETY1722I,45.0,Male,Patna,Bihar,12th Pass,Unemployed,14.0,1.2,928059.0,979828,Rented,380981,Vehicle Purchase,F,13.69,36,4345.0,2020-11-29,2020.0,11.0,4.0,618.0,Poor (600-649),14,2,1.0,35.63,0,0.4105,0.0562,77338.0,5.58,0,0,3.07,Medium Risk,0,0.3811,0,0,No Default
LN1000095,Kavya Krishnan,FFGQE1966T,34.0,Female,Surat,Gujarat,Professional Degree,Unemployed,27.0,2.2,238190.0,242341,Own,607292,Debt Consolidation,G,17.5,36,8855.0,2022-01-28,2022.0,1.0,1.0,532.0,Very Poor (<600),10,3,0.0,74.55,0,2.5496,0.4461,19849.0,1.74,0,1,4.86,Medium Risk,1,0.9928,1,1,Default
LN1000096,Manish Pillai,AWYWJ3885I,41.0,Male,Amritsar,Punjab,Professional Degree,Retired,6.0,0.5,632410.0,710305,Mortgaged,162699,Home Renovation,D,17.72,48,2402.0,2021-12-28,2021.0,12.0,4.0,673.0,Fair (650-699),8,1,2.0,52.3,1,0.2573,0.0456,52701.0,12.32,0,0,4.27,Medium Risk,1,0.8053,1,1,Default
LN1000097,Aakash Desai,MZXHF5074R,24.0,Male,Lucknow,Uttar Pradesh,Professional Degree,Contract/Freelance,3.0,0.2,433104.5,255718,Parental Home,385089,Travel,E,16.21,12,5201.0,2021-03-05,2021.0,3.0,1.0,670.0,Fair (650-699),8,1,1.0,52.44,0,1.2401,0.1441,36092.0,-40.96,0,0,3.47,Medium Risk,1,0.7815,1,1,Default
LN1000098,Puja Banerjee,AJWUL1530V,21.0,Female,Meerut,Uttar Pradesh,,Retired,54.0,4.5,408684.0,448660,Mortgaged,426398,Travel,E,11.32,36,4021.0,2023-10-04,2023.0,10.0,4.0,650.0,Fair (650-699),14,2,1.0,41.53,0,1.0433,0.1181,34057.0,9.78,0,1,3.24,Medium Risk,0,0.5608,0,1,Default
LN1000099,Hemant Kumar,FPIPG5246L,43.0,Male,Vadodara,Gujarat,Graduate,Unemployed,25.0,2.1,462021.0,417068,Company Provided,219115,Travel,E,11.67,36,2130.0,,,,,653.0,Fair (650-699),7,14,0.0,37.5,0,0.4743,0.0553,38502.0,-9.73,0,1,2.54,Low Risk,0,0.2632,0,1,Default
LN1000100,Pankaj Das,ELKTJ4459V,38.0,Male,Nashik,Maharashtra,12th Pass,Self-Employed,62.0,5.2,179847.0,218467,Rented,240025,Agriculture,G,8.7,60,1739.0,2023-12-08,2023.0,12.0,4.0,536.0,Very Poor (<600),6,3,0.0,0.0,0,1.3346,0.116,14987.0,21.47,1,1,2.57,Low Risk,1,0.598,0,1,Default
LN1000101,Harsh Bansal,FCHGL3191Z,25.0,Male,Rajkot,Gujarat,Professional Degree,Retired,5.0,0.4,277256.0,240123,Rented,425673,Consumer Durables,F,12.7,48,4504.0,2023-10-31,2023.0,10.0,4.0,616.0,Poor (600-649),4,13,3.0,24.82,0,1.5353,0.1949,23105.0,-13.39,0,0,3.99,Medium Risk,0,0.8662,1,1,Default
LN1000102,Archana Banerjee,AKDXQ5342S,26.0,Female,Indore,Madhya Pradesh,Illiterate,Contract/Freelance,45.0,3.8,995145.0,697216,Mortgaged,163833,Personal Use,E,11.77,60,1606.0,2023-08-20,2023.0,8.0,3.0,622.0,Poor (600-649),1,9,1.0,27.79,0,0.1646,0.0194,82929.0,-29.94,0,1,2.77,Low Risk,0,0.1967,0,1,Default
LN1000103,Abhilasha Banerjee,BCEFG8072L,46.0,Female,Nagpur,Maharashtra,10th Pass,Government Employee,28.0,2.3,752920.0,606296,Rented,462752,Business Expansion,F,10.59,36,4083.0,2020-05-26,2020.0,5.0,2.0,585.0,Very Poor (<600),15,8,1.0,6.88,0,0.6146,0.0651,62743.0,-19.47,0,1,2.61,Low Risk,1,0.3322,0,0,No Default
LN1000104,Shreya Dixit,OYGAD8915U,23.0,Female,Raipur,Chhattisgarh,12th Pass,Government Employee,2.0,0.2,426094.0,448043,Company Provided,193542,Education Fees,E,12.64,36,2038.0,2023-06-01,2023.0,6.0,2.0,637.0,Poor (600-649),15,12,1.0,17.64,2,0.4542,0.0574,35508.0,5.15,0,0,4.03,Medium Risk,1,0.8395,1,1,Default
LN1000105,Sapna Jadhav,NZHIN7406O,51.0,Female,Pune,Maharashtra,Illiterate,Government Employee,37.0,3.1,511894.0,423366,Mortgaged,762225,Education Fees,D,8.0,12,5080.0,2023-07-24,2023.0,7.0,3.0,682.0,Fair (650-699),1,11,0.0,5.29,0,1.489,0.1191,42658.0,-17.29,0,1,1.9,Low Risk,0,0.3032,0,1,Default
LN1000106,Lata Malhotra,QDEVI6580F,25.0,Female,Coimbatore,Tamil Nadu,12th Pass,Salaried,4.0,0.3,370813.0,320392,Own,1860729,Personal Use,A,12.43,84,19273.0,2020-12-16,2020.0,12.0,4.0,800.0,Excellent (750+),3,11,1.0,34.43,0,5.018,0.6237,30901.0,-13.6,0,0,2.84,Low Risk,0,0.9943,1,1,Default
LN1000107,Simran Bajaj,IIQSP3879X,41.0,Female,Jaipur,Rajasthan,Diploma,Contract/Freelance,84.0,7.0,998440.0,953853,Company Provided,198286,Wedding Expenses,E,16.02,36,2646.0,2022-12-29,2022.0,12.0,4.0,663.0,Fair (650-699),5,9,2.0,47.28,0,0.1986,0.0318,83203.0,-4.47,0,1,3.43,Medium Risk,0,0.3828,0,0,No Default
LN1000108,Yash Chaudhary,PZKEA7697C,31.0,Male,Amritsar,Punjab,Illiterate,Part-Time,47.0,3.9,392302.0,446963,Own,526467,Travel,E,17.13,36,7514.0,2024-02-02,2024.0,2.0,1.0,670.0,Fair (650-699),5,7,4.0,51.6,0,1.342,0.2298,32692.0,13.93,0,1,4.68,Medium Risk,1,0.9273,1,1,Default
LN1000109,Madhuri Bajaj,FKCYM0759D,41.0,Female,Amritsar,Punjab,,Retired,39.0,3.2,508441.0,480415,Own,217788,Debt Consolidation,E,12.36,72,2242.0,2021-05-16,2021.0,5.0,2.0,644.0,Poor (600-649),4,7,0.0,41.22,0,0.4283,0.0529,42370.0,-5.51,0,1,2.67,Low Risk,0,0.2901,0,0,No Default
LN1000110,Geeta Desai,GERXI2261F,29.0,Female,Ghaziabad,Uttar Pradesh,,Self-Employed,6.0,0.5,879947.0,905037,Parental Home,750629,Education Fees,G,10.9,36,6817.0,2020-11-30,2020.0,11.0,4.0,496.0,Very Poor (<600),17,5,0.0,20.55,0,0.853,0.093,73329.0,2.85,0,0,3.15,Medium Risk,1,0.6236,1,1,Default
LN1000111,Bhavya Kumar,ARWIM9524W,33.0,Female,Mumbai,Maharashtra,Illiterate,Part-Time,16.0,1.3,277500.0,284729,Parental Home,149390,Consumer Durables,E,8.84,36,1100.0,2022-08-04,2022.0,8.0,3.0,647.0,Poor (600-649),14,7,1.0,6.02,2,0.5383,0.0476,23125.0,2.61,0,0,3.71,Medium Risk,1,0.7137,1,1,Default
LN1000112,Dinesh Dixit,OPLTW4659P,35.0,Male,Indore,Madhya Pradesh,Post-Graduate,Part-Time,32.0,2.7,1127229.0,950462,Company Provided,507073,Credit Card Payoff,E,8.57,48,3620.0,2022-02-16,2022.0,2.0,1.0,654.0,Fair (650-699),8,4,0.0,8.65,0,0.4498,0.0385,93936.0,-15.68,0,1,1.8,Low Risk,0,0.0826,0,0,No Default
LN1000113,Harsh Hegde,OULJG3088L,24.0,Male,Rajkot,Gujarat,Post-Graduate,,48.0,4.0,176614.0,197984,Mortgaged,196596,Consumer Durables,A,8.09,60,1324.0,2021-07-06,2021.0,7.0,3.0,847.0,Excellent (750+),2,5,1.0,15.97,0,1.1131,0.09,14718.0,12.1,0,1,1.48,Low Risk,0,0.0742,0,0,No Default
LN1000114,Nandini Srinivasan,HNRMT2775Z,42.0,Female,Gurgaon,Haryana,Post-Graduate,Self-Employed,9.0,0.8,1176183.0,1643984,Rented,313360,Home Renovation,E,11.53,60,3010.0,2023-08-03,2023.0,8.0,3.0,634.0,Poor (600-649),8,12,1.0,21.67,0,0.2664,0.0307,98015.0,39.77,1,0,2.58,Low Risk,0,0.1889,0,1,Default
LN1000115,Ankit Singh,AJKOK1733I,29.0,Male,Visakhapatnam,Andhra Pradesh,10th Pass,Unemployed,0.0,0.0,353767.0,283272,Rented,176007,Business Expansion,D,11.7,60,1715.0,2023-11-10,2023.0,11.0,4.0,674.0,Fair (650-699),1,1,0.0,32.6,0,0.4975,0.0582,29481.0,-19.93,0,0,2.3,Low Risk,0,0.2096,0,0,No Default
LN1000116,Gita Goel,CQNUP6265I,32.0,Female,Kochi,Kerala,Diploma,Part-Time,20.0,1.7,382460.0,354773,Rented,644123,Personal Use,E,10.92,48,5861.0,2023-02-14,2023.0,2.0,1.0,653.0,Fair (650-699),4,11,1.0,19.79,0,1.6842,0.1839,31872.0,-7.24,0,0,2.9,Low Risk,0,0.6683,1,1,Default
LN1000117,Rekha Hegde,KWEHQ6261A,25.0,Female,Kolkata,West Bengal,Post-Graduate,Contract/Freelance,31.0,2.6,433104.5,130367,Company Provided,201614,,F,13.58,60,2281.0,2021-03-25,2021.0,3.0,1.0,556.0,Very Poor (<600),19,4,1.0,40.08,0,1.3441,0.0632,36092.0,-69.9,0,1,3.86,Medium Risk,1,0.8809,1,1,Default
LN1000118,Archana Dixit,DZAZH1400A,21.0,Female,Ahmedabad,Gujarat,Diploma,Part-Time,9.0,0.8,336759.0,346954,Company Provided,533052,Home Renovation,C,12.33,48,5476.0,2023-11-03,2023.0,11.0,4.0,741.0,Good (700-749),5,3,5.0,31.52,0,1.5829,0.1951,28063.0,3.03,0,0,4.24,Medium Risk,1,0.8153,1,1,Default
LN1000119,Amit Singh,MIIUZ4738E,33.0,Male,Kanpur,Uttar Pradesh,Illiterate,Government Employee,32.0,2.7,237071.0,199695,Own,284682,Home Renovation,D,13.19,24,3128.0,2021-10-26,2021.0,10.0,4.0,653.0,Fair (650-699),5,2,2.0,35.16,0,1.2008,0.1583,19756.0,-15.77,0,1,3.52,Medium Risk,0,0.7294,1,1,Default
LN1000120,Mukesh Deshpande,BUBME8881Y,59.0,Male,Varanasi,Uttar Pradesh,10th Pass,Government Employee,19.0,1.6,307248.0,383429,Parental Home,334325,Agriculture,C,14.64,48,4078.0,,,,,713.0,Good (700-749),19,2,2.0,52.1,1,1.0881,0.1593,25604.0,24.79,1,0,4.31,Medium Risk,1,0.8933,1,1,Default
LN1000121,Sandeep Kumar,SKZGZ1706G,42.0,Male,Meerut,Uttar Pradesh,Professional Degree,Self-Employed,29.0,2.4,407425.0,518269,Mortgaged,401687,Wedding Expenses,F,10.8,60,3614.0,2024-04-22,2024.0,4.0,2.0,577.0,Very Poor (<600),12,8,0.0,17.3,0,0.9859,0.1064,33952.0,27.21,1,1,2.65,Low Risk,1,0.5407,0,0,No Default
LN1000122,Simran Bhosale,MRIIQ0952U,34.0,Female,Vadodara,Gujarat,Diploma,Salaried,20.0,1.7,785970.0,914737,Parental Home,212505,Credit Card Payoff,B,11.98,48,2121.0,2024-05-08,2024.0,5.0,2.0,762.0,Excellent (750+),1,1,0.0,41.28,2,0.2704,0.0324,65498.0,16.38,0,0,3.43,Medium Risk,1,0.4989,0,0,No Default
LN1000123,Mansi Patel,HJBRZ2407S,32.0,Female,Gurgaon,Haryana,Professional Degree,Unemployed,47.0,3.9,501100.0,601503,Mortgaged,419683,Credit Card Payoff,G,10.95,36,3829.0,2020-04-24,2020.0,4.0,2.0,537.0,Very Poor (<600),7,8,0.0,34.79,0,0.8375,0.0917,41758.0,20.04,1,1,3.27,Medium Risk,1,0.655,1,0,No Default
LN1000124,Yash Narang,DUABU4530F,35.0,Male,Coimbatore,Tamil Nadu,12th Pass,Government Employee,2.0,0.2,532110.0,573243,Own,1057305,Education Fees,D,12.51,12,11021.0,2021-04-14,2021.0,4.0,2.0,696.0,Fair (650-699),17,9,1.0,30.0,0,1.987,0.2485,44342.0,7.73,0,0,3.0,Low Risk,0,0.7821,1,1,Default
LN1000125,Anu Tiwari,MRIZT0315D,40.0,Female,Kolkata,West Bengal,10th Pass,,8.0,0.7,229277.0,280168,Mortgaged,210098,,A,11.82,36,2068.0,2024-08-10,2024.0,8.0,3.0,825.0,Excellent (750+),2,6,1.0,48.28,0,0.9164,0.1082,19106.0,22.2,1,0,2.35,Low Risk,0,0.2164,0,0,No Default
LN1000126,Archana Mittal,DGZUT8416L,23.0,Female,Jodhpur,Rajasthan,12th Pass,Salaried,27.0,2.2,260810.0,264587,Company Provided,822634,Consumer Durables,F,16.3,84,11173.0,2020-03-06,2020.0,3.0,1.0,570.0,Very Poor (<600),11,1,1.0,48.19,2,3.1542,0.5141,21734.0,1.45,0,1,6.03,High Risk,1,0.9995,1,1,Default
LN1000127,Aditi Nanda,SGBSO5455K,46.0,Female,Varanasi,Uttar Pradesh,Diploma,,21.0,1.8,1301769.0,1275122,Own,1033713,Debt Consolidation,F,10.98,24,9457.0,,,,,653.0,Fair (650-699),7,10,0.0,20.8,0,0.7941,0.0872,108481.0,-2.05,0,0,2.23,Low Risk,0,0.22,0,0,No Default
LN1000128,Nitesh More,THVXO0122L,42.0,Male,Aurangabad,Maharashtra,Post-Graduate,Retired,23.0,1.9,284611.0,330035,Own,204575,Credit Card Payoff,E,11.59,36,1975.0,2021-10-08,2021.0,10.0,4.0,657.0,Fair (650-699),17,12,2.0,32.27,0,0.7188,0.0833,23718.0,15.96,0,0,3.26,Medium Risk,0,0.451,0,0,No Default
LN1000129,Amit Dixit,LUNTW6363C,42.0,Male,Delhi,Delhi,Illiterate,Contract/Freelance,78.0,6.5,1195081.0,1197693,Parental Home,130804,Personal Use,F,12.7,48,1383.0,2022-04-01,2022.0,4.0,2.0,609.0,Poor (600-649),3,7,1.0,39.22,0,0.1095,0.0139,99590.0,0.22,0,1,3.11,Medium Risk,0,0.2327,0,1,Default
LN1000130,Parth Patil,ROKNM5636D,39.0,Male,Varanasi,Uttar Pradesh,12th Pass,Salaried,104.0,8.7,382377.0,527957,Own,447473,Wedding Expenses,G,12.52,60,4668.0,2021-07-02,2021.0,7.0,3.0,525.0,Very Poor (<600),6,5,1.0,30.9,0,1.1702,0.1465,31865.0,38.07,1,1,3.75,Medium Risk,1,0.8356,1,1,Default
LN1000131,Abhishek Bhatt,CRBYE0110U,35.0,Male,Noida,Uttar Pradesh,,Salaried,13.0,1.1,443021.0,539648,Own,246918,Debt Consolidation,E,12.29,60,2528.0,2020-05-15,2020.0,5.0,2.0,655.0,Fair (650-699),11,9,0.0,43.78,0,0.5574,0.0685,36918.0,21.81,1,0,2.71,Low Risk,0,0.3482,0,0,No Default
LN1000132,Meera Chaudhary,VRNSG3609G,41.0,Female,Thane,Maharashtra,Diploma,Unemployed,86.0,7.2,840892.0,821025,Mortgaged,1339788,Consumer Durables,F,13.28,72,14826.0,2021-03-08,2021.0,3.0,1.0,565.0,Very Poor (<600),18,7,3.0,39.22,2,1.5933,0.2116,70074.0,-2.36,0,1,6.17,High Risk,1,0.9954,1,1,Default
LN1000133,Aakash Agarwal,RYVMQ3788Z,40.0,Male,Indore,Madhya Pradesh,Diploma,Salaried,29.0,2.4,948972.0,981917,Company Provided,371151,Home Renovation,D,14.74,48,4558.0,2023-03-07,2023.0,3.0,1.0,687.0,Fair (650-699),18,5,1.0,62.49,0,0.3911,0.0576,79081.0,3.47,0,1,3.34,Medium Risk,1,0.4059,0,0,No Default
LN1000134,Anu Desai,SVGBB3990X,31.0,Female,Agra,Uttar Pradesh,10th Pass,Retired,15.0,1.2,413954.0,430053,Company Provided,206583,Wedding Expenses,F,10.71,60,1843.0,2024-11-29,2024.0,11.0,4.0,576.0,Very Poor (<600),10,13,1.0,12.05,0,0.499,0.0534,34496.0,3.89,0,0,2.76,Low Risk,1,0.3382,0,0,No Default
LN1000135,Nisha Dixit,GKFRO9557Y,29.0,Female,Thane,Maharashtra,Illiterate,Retired,203.0,16.9,350478.0,332041,Mortgaged,162265,Personal Use,B,12.08,36,1632.0,2024-01-10,2024.0,1.0,1.0,773.0,Excellent (750+),5,2,1.0,33.16,0,0.463,0.0559,29206.0,-5.26,0,1,2.12,Low Risk,0,0.0837,0,0,No Default
LN1000136,Ravi Patil,QJLRW1143F,36.0,Male,Raipur,Chhattisgarh,Professional Degree,Unemployed,32.0,2.7,427815.0,510499,Company Provided,776796,Wedding Expenses,F,10.12,36,6550.0,,,,,587.0,Very Poor (<600),15,14,0.0,21.37,0,1.8157,0.1837,35651.0,19.33,0,1,2.97,Low Risk,1,0.7811,1,1,Default
LN1000137,Kusum Deshpande,NPYXO9846X,50.0,Female,Ahmedabad,Gujarat,12th Pass,Retired,247.0,20.6,541866.0,503442,Rented,242843,Wedding Expenses,E,12.59,60,2547.0,2021-03-11,2021.0,3.0,1.0,624.0,Poor (600-649),4,4,2.0,44.06,1,0.4482,0.0564,45156.0,-7.09,0,1,4.41,Medium Risk,1,0.6871,1,0,No Default
LN1000138,Naveen Bose,IGOJO7349A,22.0,Male,Bengaluru,Karnataka,Post-Graduate,Unemployed,8.0,0.7,755233.0,789964,Own,373502,Home Renovation,C,9.42,36,2931.0,2023-09-04,2023.0,9.0,3.0,715.0,Good (700-749),1,2,1.0,10.74,0,0.4946,0.0466,62936.0,4.6,0,0,1.91,Low Risk,0,0.0868,0,1,Default
